"2
",,,,перечень сигналов ивановская тэц-2,,2135,,1044,508,580,3,965,75,KKS параметра,Питание датчика,KKS механизма,min,max,Ед.изм,"Участие
в задачах",Примечание
,,,,работа,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,авария насоса,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,ток электродвигателя,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,выбор режима авр,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,работа авр – звуковой сигнал,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,режим «работа»,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,режим «резерв»,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,режим «ремонт»,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,насос системы вентиляции №1,пуск,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,стоп,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,насос включен,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,насос отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,работа,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,авария насоса,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,ток электродвигателя,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,выбор режима авр,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,работа авр – звуковой сигнал,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,режим «работа»,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,режим «резерв»,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,режим «ремонт»,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,насос системы вентиляции №2,пуск,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,стоп,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,насос включен,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,насос отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,работа,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,авария насоса,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,ток электродвигателя,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,выбор режима авр,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,работа авр – звуковой сигнал,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,режим «работа»,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,режим «резерв»,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,режим «ремонт»,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,регулятор     подпитки     системы отопления здания,регулирующий          клапан          с электроприводом - задание,аналоговый,исходящий,4-20мА,,,,1,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - открыть,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - закрыть,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - положение,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - открыто,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - закрыто,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - работа,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - авария,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический  выключатель  SF-1  - включен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический  выключатель  SF-1  - отключен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический выключатель SF-2 - включен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический выключатель SF-2 - отключен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,превышен момент на открытие,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,превышен момент на закрытие,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий клапан - больше,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,регулирующий клапан - меньше,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,регулятор   температуры   воды   в системе отопления здания,регулирующий          клапан          с электроприводом - задание,аналоговый,исходящий,4-20мА,,,,1,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - открыть,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - закрыть,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - положение,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - открыто,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - закрыто,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - работа,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - авария,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический  выключатель  SF-1  - включен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический  выключатель  SF-1  - отключен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический выключатель SF-2 - включен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический выключатель SF-2 - отключен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,превышен момент на открытие,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,превышен момент на закрытие,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий клапан - больше,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,регулирующий клапан - меньше,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,регулятор  температуры  гликоля  в системе вентиляции,регулирующий          клапан          с электроприводом - задание,аналоговый,исходящий,4-20мА,,,,1,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - открыть,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - закрыть,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - положение,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - открыто,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - закрыто,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - работа,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий          клапан          с электроприводом - авария,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический  выключатель  SF-1  - включен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический  выключатель  SF-1  - отключен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический выключатель SF-2 - включен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,автоматический выключатель SF-2 - отключен,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,превышен момент на открытие,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,превышен момент на закрытие,дискретный,входящий,=24В,1,,,,,0,,,,,,,,
,,,,регулирующий клапан - больше,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,,регулирующий клапан - меньше,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,приточная установка п1,пуск,цифровой,исходящий,RS485 Modbus RTU,,,,,1,1,,,,,,,,
,,,,стоп,цифровой,исходящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,установка п1 включена,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,установка п1 отключена,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,задание температуры воздуха,цифровой,исходящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,работа,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,авария,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,сблокированное включение,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,сблокированное отключение,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,сблокированное     отключение     от сигнала апс,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,сблокированное     отключение     от сигнала апс – звуковой сигнал,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,температура приточного воздуха,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,температура    приточного    воздуха низка – звуковой сигнал,дискретный,исходящий,=24В,,1,,,,0,,,,,,,,
,,,приточная установка п2,пуск,цифровой,исходящий,RS485 Modbus RTU,,,,,1,1,,,,,,,,
,,,,стоп,цифровой,исходящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,установка п2 включена,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,установка п2 отключена,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,задание температуры воздуха,цифровой,исходящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,работа,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,авария,дискретный,входящий,"220В, 50Гц",1,,,,,0,,,,,,,,
,,,,сблокированное включение,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,сблокированное отключение,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,сблокированное     отключение     от сигнала апс,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
,,,,сблокированное     отключение     от сигнала апс – звуковой сигнал,цифровой,входящий,RS485 Modbus RTU,,,,,1,,,,,,,,,
